object_number,is_highlight,is_public_domain,object_id,department,object_name,title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
57.51.38.27,false,true,75109,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75109,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.28,false,true,75110,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75110,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.29,false,true,75111,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75111,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.30,false,true,75112,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75112,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.31,false,true,75113,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75113,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.32,false,true,75114,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75114,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.33,false,true,75115,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75115,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.34,false,true,75116,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75116,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.35,false,true,75117,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75117,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.36,false,true,75118,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75118,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.37,false,true,75119,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75119,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.38,false,true,75120,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75120,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.39,false,true,75121,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75121,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.40,false,true,75122,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75122,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.41,false,true,75123,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75123,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.42,false,true,75124,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75124,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.43,false,true,75125,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75125,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.44,false,true,75126,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75126,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.45,false,true,75127,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75127,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.46,false,true,75128,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75128,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.47,false,true,75129,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75129,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.48,false,true,75130,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75130,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.49,false,true,75131,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75131,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.50,false,true,75132,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75132,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.51,false,true,75133,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75133,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.52,false,true,75134,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75134,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.53,false,true,75135,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75135,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.54,false,true,75136,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75136,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.55,false,true,75137,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75137,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.56,false,true,75138,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75138,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.57,false,true,75139,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75139,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.58,false,true,75140,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75140,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.59,false,true,75141,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75141,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.60,false,true,75142,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75142,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.61,false,true,75143,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75143,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.63,false,true,75145,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75145,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.64,false,true,75146,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75146,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.65,false,true,75147,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75147,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.66,false,true,75148,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75148,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.67,false,true,75149,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75149,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.68,false,true,75150,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75150,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.69,false,true,75151,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75151,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.70,false,true,75152,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",(Average size .1–.71): 4 1/2 x 11 3/8 in. (11.4 x 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75152,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
57.51.38.71,false,true,75153,Asian Art,Folio,,India (Gujarat),,,,,Artist,,Bhadrabahu,"Indian, died ca. 356 B.C.",,Bhadrabahu,Indian,-0356,-0356,15th century,1400,1499,"Ink, opaque watercolor, and gold on paper",Overall (each): 4 1/2 × 11 3/8 in. (11.4 × 28.9 cm),"Bequest of Cora Timken Burnett, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/75153,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
15.96.4,false,true,54912,Asian Art,Painting,,Korea,Joseon dynasty (1392–1910),,,,Artist,,Zhao Songxue,"Korean, 17th century",,Zhao Songxue,Korean,1600,1699,17th century,1600,1699,Framed painting; ink on silk,23 5/8 x 14 3/8 in. (60 x 36.5 cm),"Rogers Fund, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/54912,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1972.123,false,true,38448,Asian Art,Figure,,Tibet,,,,,Artist,Attributed to,Chosying Dorje (the Tenth Karmapa),1604–1674,,Chosying Dorje,Tibetan,1604,1674,17th century,1600,1699,Ivory,H. 6 3/4 in. (17.1 cm); W. 3 3/8 in. (8.6 cm); D. 3 1/2 in. (8.9 cm); Wt. 1 lb (.5 kg),"Louis V. Bell and Dodge Funds, 1972",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/38448,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
15.96.2,false,true,40429,Asian Art,Painting,,Korea,Joseon dynasty (1392–1910),,,,Artist,,Samoje,active late 18th century,,Samoje,Korean,1771,1779,late 18th century,1767,1799,Framed painting; ink and color on silk,17 7/8 x 10 7/8 in. (45.4 x 27.6 cm),"Rogers Fund, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40429,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
15.96.6,false,true,40432,Asian Art,Painting,,Korea,Joseon dynasty (1392–1910),,,,Artist,,Samoje,active late 18th century,,Samoje,Korean,1771,1779,late 18th century,1767,1799,Framed painting; ink and color on silk,17 7/8 x 10 7/8 in. (45.4 x 27.6 cm),"Rogers Fund, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/40432,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2006.104,false,true,73188,Asian Art,Hanging scroll,,Korea,Joseon dynasty (1392–1910),,,,Artist,,Kim Sugyu,"Korean, active late 18th–early 19th century",,Kim Sugyu,Korean,1767,1833,late 18th century,1767,1799,Hanging scroll; ink and color on cotton,Image: 10 x 13 3/4 in. (25.4 x 34.9 cm) Overall with mounting: 43 1/2 x 18 7/8 in. (110.5 x 47.9 cm) Overall with knobs: 43 1/2 x 21 1/8 in. (110.5 x 53.7 cm),"Purchase, Friends of Asian Art Gifts, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/73188,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
