object_number,is_highlight,is_public_domain,object_id,department,object_name,title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
2009.300.357,false,true,158521,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1938,1938,1938,"silk, mother-of-pearl, beads",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Ian B. MacDonald, 1965",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/158521,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.1288,false,true,155986,Costume Institute,Headdress,Headdress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1925,1923,1927,"cotton, silk",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Rodman A. Heeren, 1961",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/155986,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.1365,false,true,156071,Costume Institute,Evening dress,"""Phèdre""",French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1933,1933,1933,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mark Walsh, 1984",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/156071,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.1376,false,true,156084,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1934–35,1934,1935,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of George Drew, 1988",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/156084,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2221,false,true,157023,Costume Institute,Evening shawl,Evening shawl,French,,,,,Designer|Design House,Attributed to|Attributed to,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1922,1920,1924,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Designated Purchase Fund, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157023,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2249,false,true,157053,Costume Institute,Evening belt,Evening belt,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1925,1923,1927,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Brooklyn Museum Collection",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157053,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2401,false,true,157223,Costume Institute,Hat,Hat,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1932,1932,1932,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frank L. Babbott, 1954",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157223,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2506,false,true,157340,Costume Institute,Robe de Style,Robe de Style,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1926,1926,1926,"silk, rhinestones, pearls",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Ogden Goelet, Peter Goelet, and Madison Clews, 1962",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157340,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2520,false,true,157356,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1935,1933,1937,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Ogden Goelet, Peter Goelet, and Madison Clews, 1963",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157356,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2543,false,true,157382,Costume Institute,Evening bag,Evening bag,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1925–35,1925,1935,"silk, metal Silk, metallic",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of the executors of the estate of Clara M. Blum in memory of Mr. and Mrs. Albert Blum, 1966",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157382,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2563,false,true,157403,Costume Institute,Evening cloche,Evening cloche,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1925,1923,1927,"cotton, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157403,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2565,false,true,157405,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,Attributed to|Attributed to,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1922,1920,1924,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157405,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2572,false,true,157414,Costume Institute,Evening cloche,Evening cloche,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1925,1923,1927,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157414,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2631,false,true,157479,Costume Institute,Blouse,Blouse,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1928,1926,1930,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Martin Kamer, 1984",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157479,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2635,false,true,157483,Costume Institute,Evening dress,"""Jolibois""",French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1922–23,1922,1923,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Louise Gross, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157483,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2640,false,true,157490,Costume Institute,Evening coat,Evening coat,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1926,1926,1926,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Gardner and Diana Thoenen in Memory of Meredith Smith Thoenen, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157490,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2782,false,true,157646,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1920,1920,1920,"silk, rhinestones, linen",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Countess Edna E. de Frise, 1953",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157646,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2802,false,true,157669,Costume Institute,Robe de Style,Robe de Style,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1922,1922,1922,"metal, silk",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Norman W. Wassman, 1956",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157669,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2860,false,true,157733,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1925,1925,1925,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Helen Appleton Read, 1962",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157733,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.3225,false,true,158139,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1923,1921,1925,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mr. and Mrs. Maxime L. Hermanos, 1961",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/158139,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.3400,false,true,158335,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1938–39,1938,1939,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Brooklyn Museum Collection",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/158335,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.6756,false,true,173768,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,Attributed to|Attributed to,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1920,1918,1922,Silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Countess Edna E. de Frise, 1953",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/173768,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.6767,false,true,173782,Costume Institute,Evening coat,Evening coat,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,winter 1932–33,1932,1933,Silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frank L. Babbott, 1954",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/173782,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.6768,false,true,173783,Costume Institute,Hat,Hat,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1932,1932,1932,Wool,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frank L. Babbott, 1954",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/173783,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.6850,false,true,173863,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,winter 1928,1928,1928,Silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of  Arturo and Paul Peralta-Ramos, 1955",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/173863,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.7025,false,true,174015,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,Attributed to|Attributed to,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1930,1930,1930,Silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. George B. Wells, 1957",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/174015,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.7328,false,true,175780,Costume Institute,Overcoat,Overcoat,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1934,1934,1934,Wool,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of A. C. Moss, 1964",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/175780,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.7533,false,true,174586,Costume Institute,Hat,Hat,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1918,1916,1920,"Cotton, wire",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/174586,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.7534,false,true,174587,Costume Institute,Hat,Hat,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1935,1933,1937,"Straw, silk",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/174587,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.8114,false,true,175139,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,Possibly|Possibly,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1927,1925,1929,"Cotton, beads, metallic",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Rena Gill, 1985",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/175139,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"C.I.60.19a, b",false,true,84022,Costume Institute,Evening ensemble,"""Ko.I.Noor""",French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1927,1927,1927,"silk, metal b) silk, metal",,"Gift of Mme. Yves Lanvin, 1960",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/84022,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"C.I.61.22a, b",false,true,103601,Costume Institute,Suit,Suit,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1927,1927,1927,"wool, silk",,"Gift of Mrs. Dale Scott, 1961",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/103601,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"1993.423.1a, b",false,true,80887,Costume Institute,Evening ensemble,Evening ensemble,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1934,1929,1939,"silk, metal",,"Gift of Miriam W. Coletti, 1993",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/80887,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1982.528.7a–c,false,true,84892,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,Attributed to|Attributed to,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1935,1930,1940,silk,,"Gift of Mrs. Charles C. Paterson, 1982",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/84892,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1986.377.1a–c,false,true,81484,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1930,1925,1935,silk,,"Gift of Mrs. Jill L. Leinbach & Mr. James L. Long in memory of their mother, Mrs. Jane P. Long, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/81484,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.96a, b",false,true,159558,Costume Institute,Evening coat,Evening coat,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1932–33,1932,1933,"wool, fur",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frank L. Babbott, Jr., 1941",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/159558,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"C.I.46.4.18a, b",true,true,82103,Costume Institute,Evening dress,"""Cyclone""",French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1939,1939,1939,"silk, spangles",,"Gift of Mrs. Harrison Williams, Lady Mendl, and Mrs. Ector Munn, 1946",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/82103,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"C.I.54.49.3a, b",false,true,103584,Costume Institute,Ensemble,Ensemble,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1921,1916,1926,wool,,"Gift of Mrs. Roland L. Redmond, 1954",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/103584,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1978.165.18a–c,false,true,84809,Costume Institute,Ensemble,Ensemble,French,,,,,Designer|Design House,Attributed to,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1937–38,1937,1938,a) silk b) cotton c) glass,,"Gift of Mrs. Stephen M. Kellen, 1978",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/84809,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1978.184.12a–c,false,true,94981,Costume Institute,Evening ensemble,Evening ensemble,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1930,1930,1930,"silk, metallic thread",,"Purchase, Marcia Sand Bequest, in memory of her daughter, Tiger (Joan) Morse, 1978",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94981,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.436a, b",false,true,158967,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1937,1937,1937,"silk, leather",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/158967,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
C.I.46.4.17a–c,false,true,82102,Costume Institute,Dinner dress,Dinner dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1939,1939,1939,"silk, spangles",,"Gift of Mrs. Harrison Williams, Lady Mendl, and Mrs. Ector Munn, 1946",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/82102,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"C.I.58.34.19a, b",false,true,84557,Costume Institute,Dress,Dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1937,1937,1937,"cotton, silk",,"Gift of Mrs. John Chambers Hughes, 1958",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/84557,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"C.I.58.34.24a, b",false,true,84239,Costume Institute,Suit,Suit,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1940,1940,1940,silk,,"Gift of Mrs. John Chambers Hughes, 1958",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/84239,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1978.582.199a–e,false,true,97353,Costume Institute,Wedding Ensemble,Wedding ensemble,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,1940,1940,1940,"linen, silk, cotton",,"Gift of Marvin B. Patterson (Mrs. Jefferson Patterson), 1978",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/97353,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.1259a, b",false,true,155953,Costume Institute,Evening ensemble,Evening ensemble,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1935,1935,1935,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Ogden Goelet, Peter Goelet and Madison Clews in memory of Mrs. Henry Clews, 1960",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/155953,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.1318a, b",false,true,156020,Costume Institute,Evening dress,"""Roseraie""",French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1923,1923,1923,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Anonymous gift, 1964",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/156020,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
